Distance1, Distance2, Distance3, Distance4, Distance5, Distance6, Distance7, Distance8, Distance9, Distance10, Distance11, Distance12, Distance13, Distance14, Distance15, Distance16, Distance17, Distance18, Distance19, Distance20, Distance21, Action
0.0,50.00000000000001,97.92320699815085,135.3318636614861,168.92303445148266,118.95589898021974,171.20986008075045,203.03867831127118,229.73057759021228,115.79059572061792,170.63330602926135,203.03867831127118,231.22592851335557,109.13194205051377,160.48251442684412,192.11369771548226,218.67395088568,101.80185263871448,139.68164236636562,164.07091894001584,186.45365717300155,0
0.0,50.0,95.6066158798647,131.65488146096214,167.6497697955473,110.98370516656938,161.1603432920146,191.78947605382314,218.3948009053787,108.19903534690131,160.71738588279737,193.84322354031363,221.1166617986985,102.364620963495,150.84397982683961,181.23114126027016,206.62135129869804,94.72410596041537,131.2834778732648,155.63943206173684,176.60259500499987,0
0.0,50.0,96.70672045427814,133.76223595029862,168.7795662122726,116.24936229320419,169.7599206436381,202.49639539010417,230.86684078746018,114.18546828683242,170.88821740165508,205.4514789895125,233.80481128715445,107.83621671329395,161.1007981149835,194.94056739816432,222.34083538633197,100.32451905734504,141.37296017489746,170.51406282309372,196.2990140568924,0
0.0,50.0,97.97092634149993,133.13908735277215,165.741940500587,111.16154489908176,161.79144164088314,192.5989473500092,218.98178037048694,108.6152657657422,160.58826421637056,193.89110948454965,222.29201211429606,102.80799009166418,151.40153236727264,182.97018670337002,208.63703354080235,95.75473670405722,131.55812580700123,155.98660191283312,178.3400452313579,0
0.0,50.0,96.00656672445976,129.5441245200658,160.75404737883372,114.37841344129755,162.79416882944906,190.1427186131022,214.21632514105013,113.28923652269671,166.014726805828,196.48337924568156,221.38574576794002,109.07061738351331,158.93219399268332,187.78907590135705,211.77189374557227,101.39339845156968,138.24705602588256,163.89625914826618,186.7571175810245,0
0.0,50.0,96.32111651770315,131.33160790334412,162.52212300943685,111.67265373583281,161.6489627059223,190.3943276465977,216.12329084208386,109.33843826977072,162.02978831359866,192.16292241458305,216.78977978546462,103.64080804764329,154.50975748168443,184.905657740445,211.39256182177257,95.99827275047075,133.35311516269076,158.63851894545257,180.82121329103205,0
0.0,50.0,100.0877713982636,137.6942654717387,169.83219720244912,116.92513674700486,168.02511126771773,198.74866806560297,225.35555011346435,114.460646815495,167.45851836171494,199.22370000737385,226.96570170857558,107.0307362975547,158.0125792670051,189.44241803795185,217.6603617056887,97.57916895975305,137.29981671299305,164.5680547010846,189.26783680696192,0
0.0,50.0,98.22929365743819,135.00799392680725,169.59223321190302,117.67961250216132,169.7620493361311,200.1597224749708,226.00478820525373,115.27328220047673,170.52873744145893,201.5083524171665,228.43264931358314,107.87321420849301,157.176736204896,187.7928001604979,214.23072379470383,96.37716667601423,134.5882547756455,159.30551815300785,182.65355698047452,0
0.0,50.0,97.12204851470291,131.85802387999928,162.944657900962,116.70146001327818,165.7181341917655,193.19679086361657,218.5265342100271,114.0386236864848,164.91547951788934,197.34049060131886,224.79263949077773,104.99542114558358,154.15090009467994,181.67225350148462,205.13129004090564,95.19716382329885,132.2330402096122,157.11338384942061,179.917181802329,0
0.0,50.0,94.07108216267663,128.80537514279473,157.4104382257007,110.78958142422297,155.00862747402763,183.78248820757707,208.6715926545362,107.15921830785567,154.30908177799486,183.31447739495493,209.3336559055887,99.3758381425681,143.74656788977313,172.67076522947693,198.66755254413883,90.23660495441888,124.0191831971632,148.04947769400627,171.33446171501473,0
0.0,50.0,93.18433378897049,124.87653137868611,153.11585992479536,120.02023449359733,167.03019007025185,195.4549241859489,221.03278858706292,115.45568813863993,166.50503043222346,197.6423537605237,224.690161755714,105.82177662297734,152.7937809285635,180.66634006676787,206.51461986155002,95.97803623480971,134.1403390977092,158.77341343967706,179.70528332106204,0
0.0,50.00000000000001,98.16440291673963,136.82561894616083,166.01957715883992,125.09996003196805,176.7554808202563,205.97633359199307,230.24443532906503,121.701479037849,176.8191166135608,208.257652920607,235.11965039102964,112.00446419674532,162.3037276220112,193.53617232961903,220.27823315071328,100.4987562112089,134.76831971943554,159.7263284496329,182.33211456021675,0
0.0,49.99999999999999,93.40025934277433,127.8466646952685,155.27358061451474,116.35148450388245,163.72727897634556,194.4682448950285,220.7478347026573,112.62122920122398,162.07774016799917,195.09643759334068,222.55280380135957,103.93528364410433,151.9230535615148,183.7476415558884,209.92926786134055,95.03004878850017,130.30029542009603,155.30061863918021,177.39653252101587,0
0.0,50.0,98.41870068635262,134.71862401642795,164.5154781308347,119.2110893444179,171.85784247328948,203.75363565210503,228.90254052105848,115.67553334886354,171.06880649984868,207.0295994234178,235.73889520552837,108.48435069895821,158.98081409900752,191.21840650616974,219.6584987513351,99.86317640227257,136.34339795036536,161.0450900004133,182.9915168024095,0
0.0,50.0,95.63803958354967,131.9742431488086,159.99883145940805,118.78232803321987,169.58975134330421,201.12530643578614,227.9513227764988,114.87869856773005,166.89487581303857,200.25691298075375,229.10546968441463,106.39915373032773,156.24465802834078,186.48586138291154,213.14319451373848,95.61010791251485,130.31950382395982,154.11468285041974,175.7918592477415,0
0.0,50.0,95.6588130768398,130.89061441209782,159.88792347460864,118.92435422737248,167.38351585299654,196.4214587369024,220.9289120475158,114.2763189777633,165.03810488765532,197.5027922364048,225.52901523749875,105.73081899423978,153.0661936382049,182.5348337091893,208.5185113462028,94.68641529479987,127.90736537685021,151.08213447997872,171.7091330394757,0
0.0,50.0,97.13258782543811,138.93487849146106,172.69529561786902,129.5306165338683,185.5571169175699,220.24286947754302,249.08534063962034,125.05766632922825,182.94089157111165,218.61311519018605,249.20770961451373,115.65781594395388,168.47839723890374,202.24514387290338,230.5735018372788,104.48889953122867,143.0261971753577,168.33160919032358,191.28162962648625,0
0.0,50.0,96.57599638069014,134.62912017836263,169.65599458514203,124.80754415067656,180.78263396329186,215.0812566208458,245.16883696891347,119.459436752304,176.47164468919743,211.1489662338998,243.2953745086298,110.35570652605475,161.81374169906746,196.79123570659436,225.10312991636354,99.64293014485003,136.48801698259393,160.11434905883922,184.28386735300043,0
0.0,50.0,96.88933508180949,136.4401588793318,169.6373090124827,129.01007176153712,185.10728208893605,217.35274217932468,245.32303398470398,124.33908320579154,179.70082788694268,214.88711126597448,243.69204572326308,114.2146343467506,166.90237081624412,200.02162512846243,227.76178899444824,102.98318470595058,138.8285143671288,162.95816432998782,184.11858672941946,0
0.0,49.99999999999999,97.92832403037868,137.9623074100167,173.71015158304874,130.56264414541693,188.7075757168958,219.87992650745736,247.73905370030715,125.71328282949572,183.75105677805507,218.23070070071188,247.5311622817984,116.52637449846804,169.0514594842565,201.71321856376343,231.39202403308363,105.89557513121092,141.24881707008882,164.69998122352322,186.9331508592668,0
0.0,50.0,97.84192167604755,137.04333288494752,170.64471545640342,130.63684194836216,186.0758073183083,215.65822172044489,242.25839917110923,125.3083705126531,181.2341054768744,215.4413172666826,244.4587009237024,117.04579323273086,168.87794425696123,199.86763439173063,227.8624862330827,106.96459950343448,141.98164024957762,165.1756405682166,187.13944396909326,0
0.0,50.0,95.82753944818091,134.0884752272452,167.3704589072414,126.83135829808774,183.2760038950657,215.09439933207224,243.23931963123187,122.29124337387464,178.2761097142626,212.7195571272171,243.17918382258335,112.7672765404323,165.9370404823955,198.49767266404442,227.94270840527585,101.24035748850048,138.64313497881918,163.00249320949573,184.23112561211195,0
0.0,50.0,95.90890438701523,134.78474200393413,167.31801998826222,127.6589278980318,181.05471889031034,212.93946024292714,242.51670576292878,123.52878358672109,178.01339149261224,211.15997144663015,241.65075171294657,114.34716004746439,166.2892241976111,198.87064132565985,229.87651843663622,103.68596834288257,138.0228677157539,161.75953340024765,184.85985753179912,0
0.0,50.0,94.22936533235273,129.10970674274932,161.74844549003237,127.0695139175782,180.27756377319946,210.95776745651835,238.3785315927681,122.8471202118964,176.41659216315526,210.08931403765874,238.2409369486189,114.74205536193104,165.70536228686154,198.61403719542378,227.3525658293506,102.76387183505204,138.1587414456206,162.8016339570273,185.41835994177498,0
0.0,50.0,95.2970745432563,134.30494873026132,171.75992977818396,133.31389019991786,191.5965390912595,223.52441268199993,252.02519598367348,130.30491670043185,188.15618642808198,222.53341286833552,253.99074128817745,119.56248006992627,173.66527205822408,207.75722570588465,239.7198758144823,107.94790637691469,145.40269939095634,170.12216805245686,193.7949516901547,0
0.0,50.0,94.44034841703838,134.02721566511633,168.90028206609182,129.68179498243273,183.5990044891804,212.7378336238495,238.8516993623285,125.80982080759165,179.62459609898715,212.43778382486244,239.44130733815135,115.61210730462574,165.79074513610297,198.0488984048016,225.34167829878675,103.70271193151923,138.6241383949691,162.93113044375926,185.00768209751183,0
0.0,50.0,98.77580592465735,140.30302393245188,178.6862920976496,135.8790445730995,193.73512634607044,226.93272817016523,254.9610224148383,134.47682474479618,193.6822329927275,228.88830585544787,259.4524499219304,124.30132610769344,177.6583800443987,212.18032850214624,243.25427733674687,112.40888842400902,150.69001130863558,175.9415537269944,200.37106970261576,0
0.0,50.0,97.74611643788475,139.8275430781743,175.78862120246094,134.76223749900305,192.17531698690235,223.48075429661412,251.277473826165,131.325602737723,188.8815224107343,224.0874024447297,254.65441867523072,120.84275448480729,172.9460851267115,207.47432193477604,237.3111846514103,108.83134794296159,144.92790745972889,171.0098381792649,194.07858176944552,0
0.0,50.0,97.8425813830937,138.48042918872213,175.97223898404587,132.31415512816287,187.5711247214461,220.4485449614257,248.7492162960115,128.72043094761446,185.32588810795394,220.57085242181546,249.8498611079958,120.13516465263749,171.49737853471018,206.0301076378967,234.5657838258569,106.84807119901296,143.98509407946773,168.87915459148505,194.35031522522053,0
0.0,50.0,96.1043874592929,137.08636975530945,171.25923399623113,127.72426848241172,179.67613569573228,210.62533277756566,237.50191725419216,124.07861921732366,178.95640671333027,209.38134955637355,235.53047466570672,115.49408756778016,165.25911327739934,194.68371411826138,220.98956161935052,105.24346303329547,140.30566132970435,163.80417219241892,185.82690951460773,0
0.0,50.0,103.113225371586,149.08114155142275,187.69511370760787,139.08145076406922,199.89324792407325,233.9056354986692,264.5196609212141,137.21774172682797,199.2850079852574,235.30447588475255,266.42921213718796,127.96119008755454,183.9040629667192,220.75474494852705,250.527724763415,116.53572974570473,157.22547690174048,183.93307678136162,208.85544678576406,0
0.0,50.0,98.07451362939393,135.7148862558478,166.73188287419168,129.4264195713808,183.52686077574066,211.43432276584255,239.24551935271734,127.24815382455336,182.42465292172062,213.75428549783533,242.23153843144092,118.60645856267506,169.99929524379385,199.1294953304084,226.55656114833891,107.11508844473762,145.0184520593834,168.92112078696175,191.26282871630417,0
0.0,50.0,99.75042711932336,139.06471719557544,169.98240416366187,134.85864364814526,185.2231278488283,206.86161609323054,228.31344905458892,131.81216213108743,184.87889764568163,210.83116096599392,234.03609791131348,121.30049847620607,168.16961438489227,194.8420941541059,218.2793258793685,106.38757493449661,137.98507829330694,159.04534251240813,179.78014638433638,0
0.0,50.0,97.487187390552,136.19387713538302,164.28147740971332,130.80973550595456,176.2114567494636,195.6641190308676,214.68908957880143,126.69720916566533,178.9054564470328,202.42813219499988,223.33971334713607,116.01765166539796,163.65225335229923,186.44370495128499,208.98148380415842,99.94882728875993,129.30842387746944,150.31798945440724,168.07330467245473,0
0.0,50.0,99.15842061198805,137.43542783531706,168.16603852669382,133.40976402653098,180.003332518355,199.82790761190103,220.7680504740026,127.52046067164382,180.76622769619232,204.70816792577122,227.323725592734,116.2972610542598,160.78604552236877,187.3043557034659,212.0654883471569,101.82699429826718,133.3634698946037,154.7415720756396,176.4645341925828,0
0.0,50.0,100.43010951179792,140.10986487583145,173.49126565419766,127.7527092353862,174.33300719464359,193.12348859668876,211.97479011916434,119.88391696081912,169.7428113084361,194.00581523120988,215.63028915372834,109.1905510913158,152.1906827099101,179.1416678226838,205.1072049374214,94.49726581538883,126.3186786985945,148.26035233828262,171.2026425835367,0
0.0,50.0,100.0786954172419,135.50827005251085,168.79041127717613,136.02370846738606,185.9902478312062,207.2724329030938,228.3294980769948,129.6291205221026,184.02334260308706,210.50939584322245,231.65362285037997,120.30547775395233,167.45846439881848,193.53620622783657,219.46081901941994,107.97454537651556,141.6191484405922,162.52253975132754,183.10841431398566,0
0.0,49.99999999999999,99.08333572502302,134.90297645485742,165.4998722511094,136.86290222677113,184.06069183541538,200.68872512348915,218.57713602225502,129.25832713419723,180.27344873961547,200.99529793575982,216.84615558703902,116.35538521123887,163.87373006839195,186.0928902409213,206.67280868956138,101.88869239509452,135.37506969730046,153.35031944791456,171.67787792416934,0
0.0,50.0,99.91402554196283,138.25361658922344,170.26174702498506,140.072525857143,184.83945736773845,203.71932284395604,222.60531215584234,133.77336244559302,187.51666592599176,211.28328140200776,230.01358655522938,119.63486114005399,168.41633679664216,194.89179690279425,220.92490239898262,101.18825277669342,135.98023753472415,157.37097890017714,178.61008510159778,0
0.0,50.00000000000001,98.87065831012329,134.15256929062826,163.50405695986805,130.74528300721065,175.67548306729216,195.87621135313887,213.54011887571707,124.49223089438186,175.35157593384145,200.24199284626962,220.38198678899968,110.84510237689031,157.07174426584604,184.0724047664908,208.4406423989952,92.72377215426172,125.20617471808288,146.51577574962664,167.67475401225826,0
0.0,50.0,95.47372129773214,133.11746254808727,160.45759601671222,132.08516491808808,176.42261130589256,194.31952974833163,210.90834387755436,126.37004294967238,177.495013565781,200.87228891997083,217.5992361565371,113.74545648105958,157.9209434819964,181.42322140867648,202.15673854407007,95.94179627655782,126.21731794381394,145.6862718169367,163.63300120734036,0
